path_idx,type,color,width,vx,vy
2,s,0.3922|0.7098|0.9647,2.142859935760498,629.0664,366.4805
2,s,0.3922|0.7098|0.9647,2.142859935760498,627.9961,366.4648
2,s,0.3922|0.7098|0.9647,2.142859935760498,626.9297,366.4414
2,s,0.3922|0.7098|0.9647,2.142859935760498,625.8633,366.4141
2,s,0.3922|0.7098|0.9647,2.142859935760498,624.7969,366.3789
2,s,0.3922|0.7098|0.9647,2.142859935760498,623.7344,366.3359
2,s,0.3922|0.7098|0.9647,2.142859935760498,622.6758,366.2930
2,s,0.3922|0.7098|0.9647,2.142859935760498,621.6133,366.2422
2,s,0.3922|0.7098|0.9647,2.142859935760498,620.5586,366.1875
2,s,0.3922|0.7098|0.9647,2.142859935760498,619.5000,366.1289
2,s,0.3922|0.7098|0.9647,2.142859935760498,618.4453,366.0664
2,s,0.3922|0.7098|0.9647,2.142859935760498,617.3945,366.0000
2,s,0.3922|0.7098|0.9647,2.142859935760498,616.3438,365.9336
2,s,0.3922|0.7098|0.9647,2.142859935760498,615.2930,365.8633
2,s,0.3922|0.7098|0.9647,2.142859935760498,614.2461,365.7891
2,s,0.3922|0.7098|0.9647,2.142859935760498,613.1992,365.7188
2,s,0.3922|0.7098|0.9647,2.142859935760498,612.1562,365.6445
2,s,0.3922|0.7098|0.9647,2.142859935760498,611.1133,365.5703
2,s,0.3922|0.7098|0.9647,2.142859935760498,610.0703,365.4961
2,s,0.3922|0.7098|0.9647,2.142859935760498,609.0312,365.4258
2,s,0.3922|0.7098|0.9647,2.142859935760498,607.9922,365.3555
2,s,0.3922|0.7098|0.9647,2.142859935760498,606.9570,365.2852
2,s,0.3922|0.7098|0.9647,2.142859935760498,605.9219,365.2188
2,s,0.3922|0.7098|0.9647,2.142859935760498,604.8867,365.1562
2,s,0.3922|0.7098|0.9647,2.142859935760498,603.8555,365.0977
2,s,0.3922|0.7098|0.9647,2.142859935760498,602.8281,365.0391
2,s,0.3922|0.7098|0.9647,2.142859935760498,601.7969,364.9883
2,s,0.3922|0.7098|0.9647,2.142859935760498,600.7695,364.9375
